Skew,Variance,Mean,Dose,Cell,Date,Time,Kurtosis,Ligand
5.4110065,435473660.0,16374.072,84.0,Treg,2019-3-19,4.0,150.8472,IL2
1.3786159,460988060.0,17335.598,28.0,Treg,2019-3-19,4.0,2.0027199,IL2
85.95638,5439667000.0,19077.42,9.333333,Treg,2019-3-19,4.0,8172.8193,IL2
0.68416905,209138900.0,17512.873,3.111,Treg,2019-3-19,4.0,0.96122074,IL2
0.73747796,92426430.0,12621.281,1.037037,Treg,2019-3-19,4.0,1.4698586,IL2
3.719838,225995180.0,8544.198,0.345679,Treg,2019-3-19,4.0,15.4862385,IL2
3.2696242,25819548.0,1546.8145,0.115226,Treg,2019-3-19,4.0,12.930188,IL2
5.13397,17774110.0,343.42188,0.038409,Treg,2019-3-19,4.0,28.954739,IL2
1.0188844,3535378.2,0.0,0.012803,Treg,2019-3-19,4.0,1.651257,IL2
1.6431541,4524802.5,199.52441,0.004268,Treg,2019-3-19,4.0,6.563939,IL2
0.98516303,3339600.2,87.83789,0.001423,Treg,2019-3-19,4.0,1.8436799,IL2
1.1711565,3462858.2,70.94141,0.000474,Treg,2019-3-19,4.0,2.8209367,IL2
4.7955413,494939680.0,18516.197,84.0,Thelper,2019-3-19,4.0,155.82095,IL2
1.2584503,429210780.0,17967.549,28.0,Thelper,2019-3-19,4.0,1.4181099,IL2
1.1912619,490960600.0,19422.521,9.333333,Thelper,2019-3-19,4.0,1.0195723,IL2
1.8402238,341408700.0,15613.811,3.111,Thelper,2019-3-19,4.0,5.8400316,IL2
2.1137009,226472270.0,11358.521,1.037037,Thelper,2019-3-19,4.0,5.411792,IL2
2.9353843,469551550.0,11528.477,0.345679,Thelper,2019-3-19,4.0,9.37988,IL2
5.1007543,293790460.0,5126.8286,0.115226,Thelper,2019-3-19,4.0,27.807331,IL2
4.684412,116558170.0,2860.8423,0.038409,Thelper,2019-3-19,4.0,22.990915,IL2
8.121351,19096662.0,762.42944,0.012803,Thelper,2019-3-19,4.0,74.39382,IL2
1.1879015,1833862.4,0.0,0.004268,Thelper,2019-3-19,4.0,1.937293,IL2
1.286412,2778126.5,18.953613,0.001423,Thelper,2019-3-19,4.0,1.5900726,IL2
2.5152078,5184225.5,774.3721,0.000474,Thelper,2019-3-19,4.0,10.606181,IL2
2.739952,733883400.0,20351.041,84.0,Treg,2019-3-19,2.0,39.98348,IL2
1.378068,679924000.0,19983.217,28.0,Treg,2019-3-19,2.0,1.6552501,IL2
0.7729262,455921100.0,21814.24,9.333333,Treg,2019-3-19,2.0,0.470958,IL2
0.53627026,270229220.0,20362.203,3.111,Treg,2019-3-19,2.0,0.7339709,IL2
0.9252267,46222024.0,7178.771,1.037037,Treg,2019-3-19,2.0,0.52653456,IL2
5.3345246,115929576.0,4242.36,0.345679,Treg,2019-3-19,2.0,32.794743,IL2
5.243679,83194500.0,2252.0273,0.115226,Treg,2019-3-19,2.0,32.08648,IL2
9.893899,16749989.0,613.9287,0.038409,Treg,2019-3-19,2.0,139.69862,IL2
6.4397783,8762278.0,367.36426,0.012803,Treg,2019-3-19,2.0,67.6767,IL2
7.8894615,8960021.0,216.4253,0.004268,Treg,2019-3-19,2.0,93.40018,IL2
5.6918726,8682289.0,0.0,0.001423,Treg,2019-3-19,2.0,45.982475,IL2
3.7524314,8607766.0,566.2803,0.000474,Treg,2019-3-19,2.0,20.465237,IL2
1.3117425,736669250.0,21950.959,84.0,Thelper,2019-3-19,2.0,2.5979285,IL2
1.1114688,643630200.0,21662.76,28.0,Thelper,2019-3-19,2.0,0.6077175,IL2
1.4683824,497016960.0,16014.789,9.333333,Thelper,2019-3-19,2.0,2.1940327,IL2
0.8775075,280849860.0,16433.238,3.111,Thelper,2019-3-19,2.0,0.5147605,IL2
2.7317545,103973600.0,5106.7026,1.037037,Thelper,2019-3-19,2.0,8.430265,IL2
4.4720836,194499840.0,4260.7354,0.345679,Thelper,2019-3-19,2.0,24.23084,IL2
5.666839,42312050.0,1252.0869,0.115226,Thelper,2019-3-19,2.0,39.05716,IL2
5.180613,11129800.0,193.69653,0.038409,Thelper,2019-3-19,2.0,32.52643,IL2
3.3782117,6274221.5,0.0,0.012803,Thelper,2019-3-19,2.0,15.366112,IL2
2.8636441,3555244.5,45.40088,0.004268,Thelper,2019-3-19,2.0,14.488346,IL2
3.2205606,6293340.5,49.64258,0.001423,Thelper,2019-3-19,2.0,12.961476,IL2
1.7012768,6393180.0,258.58252,0.000474,Thelper,2019-3-19,2.0,2.800476,IL2
0.5509098,469721570.0,25194.488,84.0,Treg,2019-3-19,1.0,0.09632707,IL2
1.2675127,261368660.0,12998.063,28.0,Treg,2019-3-19,1.0,1.3162179,IL2
1.6391593,144728770.0,9188.8545,9.333333,Treg,2019-3-19,1.0,3.192255,IL2
1.3992845,271630430.0,15713.86,3.111,Treg,2019-3-19,1.0,3.881267,IL2
3.3654377,139249060.0,6071.75,1.037037,Treg,2019-3-19,1.0,13.705624,IL2
3.6355336,132735290.0,4451.785,0.345679,Treg,2019-3-19,1.0,14.689234,IL2
7.3428254,106261650.0,2162.9053,0.115226,Treg,2019-3-19,1.0,54.14641,IL2
5.6470456,68974240.0,1694.2686,0.038409,Treg,2019-3-19,1.0,31.566952,IL2
0.26081282,1914260.8,349.00928,0.012803,Treg,2019-3-19,1.0,-0.35862207,IL2
5.5695047,29455010.0,1030.8809,0.004268,Treg,2019-3-19,1.0,33.320824,IL2
0.6288839,2910086.2,0.0,0.001423,Treg,2019-3-19,1.0,0.41252708,IL2
3.4801056,4782771.0,234.90039,0.000474,Treg,2019-3-19,1.0,21.883066,IL2
0.8819713,505255740.0,24666.947,84.0,Thelper,2019-3-19,1.0,0.7462628,IL2
1.703883,179394140.0,10452.82,28.0,Thelper,2019-3-19,1.0,3.3520021,IL2
1.7087919,124059290.0,9270.88,9.333333,Thelper,2019-3-19,1.0,3.4914646,IL2
1.6434666,326445760.0,13061.029,3.111,Thelper,2019-3-19,1.0,2.4413004,IL2
4.593943,338016320.0,8323.6,1.037037,Thelper,2019-3-19,1.0,31.6372,IL2
3.2413068,126380584.0,4601.45,0.345679,Thelper,2019-3-19,1.0,10.805651,IL2
4.5324173,11522329.0,994.7959,0.115226,Thelper,2019-3-19,1.0,26.197918,IL2
3.2521424,6332116.5,957.29517,0.038409,Thelper,2019-3-19,1.0,16.628849,IL2
1.636054,2452411.8,494.25903,0.012803,Thelper,2019-3-19,1.0,4.1222086,IL2
0.7804803,1628471.0,0.0,0.004268,Thelper,2019-3-19,1.0,0.54281807,IL2
0.6323785,1751111.9,333.17114,0.001423,Thelper,2019-3-19,1.0,0.32677174,IL2
4.022318,2700926.0,79.14453,0.000474,Thelper,2019-3-19,1.0,38.79832,IL2
0.6499506,626114940.0,25588.078,84.0,Treg,2019-3-19,0.5,-0.23555541,IL2
0.7752628,811608260.0,27628.781,28.0,Treg,2019-3-19,0.5,-0.06659889,IL2
0.754995,881852400.0,29111.867,9.333333,Treg,2019-3-19,0.5,-0.14679337,IL2
1.0257125,522674300.0,22475.832,3.111,Treg,2019-3-19,0.5,1.4706411,IL2
3.3660693,133137370.0,6667.4043,1.037037,Treg,2019-3-19,0.5,14.969166,IL2
7.7392225,124701890.0,2559.2227,0.345679,Treg,2019-3-19,0.5,71.459206,IL2
6.6644273,32221856.0,1141.0332,0.115226,Treg,2019-3-19,0.5,55.734776,IL2
4.569261,59220340.0,1582.5781,0.038409,Treg,2019-3-19,0.5,23.403896,IL2
6.3796954,12615319.0,234.40479,0.012803,Treg,2019-3-19,0.5,56.559467,IL2
4.9375834,5053997.0,0.0,0.004268,Treg,2019-3-19,0.5,38.26505,IL2
5.494599,13239263.0,113.01611,0.001423,Treg,2019-3-19,0.5,35.82334,IL2
2.139133,4833708.0,303.53516,0.000474,Treg,2019-3-19,0.5,6.689971,IL2
1.5418218,654836160.0,27485.637,84.0,Thelper,2019-3-19,0.5,23.324644,IL2
0.64044416,833358140.0,31488.645,28.0,Thelper,2019-3-19,0.5,-0.38652396,IL2
0.57559097,856571900.0,33121.324,9.333333,Thelper,2019-3-19,0.5,-0.44645762,IL2
0.46717846,396919300.0,26300.15,3.111,Thelper,2019-3-19,0.5,0.21994781,IL2
3.2278898,54955772.0,3594.207,1.037037,Thelper,2019-3-19,0.5,12.674312,IL2
4.305303,82761864.0,2964.5254,0.345679,Thelper,2019-3-19,0.5,22.7782,IL2
4.708078,35375040.0,1678.1567,0.115226,Thelper,2019-3-19,0.5,25.590673,IL2
4.606496,4863596.5,16.593018,0.038409,Thelper,2019-3-19,0.5,32.052193,IL2
15.8618965,27914028.0,103.41504,0.012803,Thelper,2019-3-19,0.5,262.62653,IL2
2.7376428,2562272.0,40.564453,0.004268,Thelper,2019-3-19,0.5,14.498192,IL2
1.0459334,2100144.2,0.0,0.001423,Thelper,2019-3-19,0.5,1.8817482,IL2
4.2013745,5729712.0,859.0305,0.000474,Thelper,2019-3-19,0.5,25.854023,IL2
33.732204,535185630.0,12695.105,84.0,Treg,2019-3-19,4.0,2146.0786,IL15
1.527649,182936260.0,10404.879,28.0,Treg,2019-3-19,4.0,3.0656018,IL15
1.5982181,285825340.0,12268.123,9.333333,Treg,2019-3-19,4.0,3.5662556,IL15
0.61685514,262711100.0,16859.195,3.111,Treg,2019-3-19,4.0,-0.20849204,IL15
0.39542854,197295630.0,14798.674,1.037037,Treg,2019-3-19,4.0,-0.91771483,IL15
1.4911283,84025150.0,5735.73,0.345679,Treg,2019-3-19,4.0,2.0601196,IL15
2.2541845,40834144.0,3904.7466,0.115226,Treg,2019-3-19,4.0,6.4091167,IL15
4.2318025,10669429.0,613.31836,0.038409,Treg,2019-3-19,4.0,24.46668,IL15
7.6850266,25212300.0,455.77246,0.012803,Treg,2019-3-19,4.0,67.18731,IL15
0.85716146,3351689.0,36.8916,0.004268,Treg,2019-3-19,4.0,1.0101013,IL15
0.51733077,2562540.5,68.16211,0.001423,Treg,2019-3-19,4.0,0.10445809,IL15
3.9939766,5515972.0,0.0,0.000474,Treg,2019-3-19,4.0,26.93411,IL15
1.6957386,255596780.0,11963.875,84.0,Thelper,2019-3-19,4.0,2.997726,IL15
2.2317834,117439120.0,8335.369,28.0,Thelper,2019-3-19,4.0,11.440775,IL15
1.6937712,241912340.0,10833.066,9.333333,Thelper,2019-3-19,4.0,3.1069517,IL15
1.1300176,291003200.0,13489.944,3.111,Thelper,2019-3-19,4.0,0.54213214,IL15
1.493563,176744100.0,9139.502,1.037037,Thelper,2019-3-19,4.0,1.4587274,IL15
2.9603882,60358300.0,4023.018,0.345679,Thelper,2019-3-19,4.0,10.8788,IL15
3.561059,9589459.0,1047.4502,0.115226,Thelper,2019-3-19,4.0,17.908062,IL15
3.4024148,2752432.8,0.0,0.038409,Thelper,2019-3-19,4.0,22.16937,IL15
0.773142,1600105.5,175.50415,0.012803,Thelper,2019-3-19,4.0,0.16149163,IL15
1.0599624,1941605.2,148.74512,0.004268,Thelper,2019-3-19,4.0,1.7640758,IL15
3.8368678,3036188.5,496.88232,0.001423,Thelper,2019-3-19,4.0,28.075531,IL15
0.5915766,2116971.2,608.1748,0.000474,Thelper,2019-3-19,4.0,0.3452716,IL15
0.5360848,298645020.0,22403.75,84.0,Treg,2019-3-19,2.0,0.55848956,IL15
21.561874,8446548000.0,24086.04,28.0,Treg,2019-3-19,2.0,493.05035,IL15
0.58946544,267825060.0,19993.922,9.333333,Treg,2019-3-19,2.0,1.0575337,IL15
1.0183393,276634880.0,20061.049,3.111,Treg,2019-3-19,2.0,2.9110188,IL15
0.74313194,213380910.0,13279.734,1.037037,Treg,2019-3-19,2.0,-0.35224652,IL15
2.819512,30397682.0,3211.217,0.345679,Treg,2019-3-19,2.0,9.666218,IL15
5.704867,8556551.0,1198.0261,0.115226,Treg,2019-3-19,2.0,52.13261,IL15
0.43279126,2550890.0,508.41577,0.038409,Treg,2019-3-19,2.0,-0.028300524,IL15
8.536223,24426962.0,809.5613,0.012803,Treg,2019-3-19,2.0,83.84364,IL15
0.58697784,1690994.0,84.5813,0.004268,Treg,2019-3-19,2.0,0.6960368,IL15
0.6063989,2134614.8,0.0,0.001423,Treg,2019-3-19,2.0,-0.4125197,IL15
7.4850335,10316294.0,672.1892,0.000474,Treg,2019-3-19,2.0,71.714264,IL15
1.8090143,246532780.0,10643.518,84.0,Thelper,2019-3-19,2.0,2.907681,IL15
1.7630837,304710900.0,12885.584,28.0,Thelper,2019-3-19,2.0,4.3298454,IL15
1.9041467,249237840.0,9812.051,9.333333,Thelper,2019-3-19,2.0,3.2420325,IL15
1.5270542,260430980.0,11202.061,3.111,Thelper,2019-3-19,2.0,1.9451752,IL15
2.654665,98935080.0,5407.174,1.037037,Thelper,2019-3-19,2.0,7.683552,IL15
2.4335022,6117266.0,1040.9736,0.345679,Thelper,2019-3-19,2.0,6.48015,IL15
1.1990739,1852061.5,566.7246,0.115226,Thelper,2019-3-19,2.0,2.1989527,IL15
0.8096819,1110973.6,0.0,0.038409,Thelper,2019-3-19,2.0,1.3362913,IL15
3.2820837,2089515.2,299.46533,0.012803,Thelper,2019-3-19,2.0,18.358786,IL15
0.5682608,1912192.4,521.76074,0.004268,Thelper,2019-3-19,2.0,0.28742552,IL15
6.3076367,14914245.0,834.3259,0.001423,Thelper,2019-3-19,2.0,40.95648,IL15
1.3484932,1309489.8,485.77173,0.000474,Thelper,2019-3-19,2.0,4.0134563,IL15
1.5252632,913392830.0,24171.148,84.0,Treg,2019-3-19,1.0,2.6729188,IL15
0.74018234,715052500.0,25201.105,28.0,Treg,2019-3-19,1.0,-0.35414028,IL15
0.84622306,857596160.0,27898.793,9.333333,Treg,2019-3-19,1.0,-0.033597946,IL15
1.1267037,622603970.0,19876.969,3.111,Treg,2019-3-19,1.0,0.87249327,IL15
1.3760402,360558560.0,14701.04,1.037037,Treg,2019-3-19,1.0,2.058126,IL15
10.885386,638713200.0,4961.8545,0.345679,Treg,2019-3-19,1.0,131.7026,IL15
4.743542,5668018.5,216.66064,0.115226,Treg,2019-3-19,1.0,36.69008,IL15
3.7051177,7424984.0,0.0,0.038409,Treg,2019-3-19,1.0,18.682962,IL15
2.185092,3149182.5,122.92969,0.012803,Treg,2019-3-19,1.0,14.610561,IL15
9.990239,9310654.0,310.21533,0.004268,Treg,2019-3-19,1.0,159.56561,IL15
8.606976,7563932.0,220.69043,0.001423,Treg,2019-3-19,1.0,131.08049,IL15
6.6101265,28564326.0,852.44775,0.000474,Treg,2019-3-19,1.0,57.370304,IL15
1.3332784,419692740.0,14511.282,84.0,Thelper,2019-3-19,1.0,0.9708607,IL15
1.4048642,433032860.0,15066.575,28.0,Thelper,2019-3-19,1.0,1.5844927,IL15
1.2682856,505185000.0,17074.938,9.333333,Thelper,2019-3-19,1.0,0.96423626,IL15
1.733267,388797900.0,13643.905,3.111,Thelper,2019-3-19,1.0,3.9026165,IL15
1.5082908,203326200.0,10081.058,1.037037,Thelper,2019-3-19,1.0,1.7072358,IL15
5.0704317,15886109.0,1593.8875,0.345679,Thelper,2019-3-19,1.0,36.022823,IL15
1.4384576,2142221.2,143.46948,0.115226,Thelper,2019-3-19,1.0,2.9064636,IL15
2.6215787,2195629.2,0.0,0.038409,Thelper,2019-3-19,1.0,13.725788,IL15
3.4069273,2181331.8,157.6748,0.012803,Thelper,2019-3-19,1.0,33.860085,IL15
7.6347404,4618680.0,682.3186,0.004268,Thelper,2019-3-19,1.0,100.04892,IL15
3.919634,2402479.5,383.14014,0.001423,Thelper,2019-3-19,1.0,55.240852,IL15
8.58766,3290852.2,549.1848,0.000474,Thelper,2019-3-19,1.0,205.54947,IL15
0.60768014,610716540.0,25903.64,84.0,Treg,2019-3-19,0.5,-0.5204396,IL15
0.35035667,451207800.0,25948.04,28.0,Treg,2019-3-19,0.5,-0.66762495,IL15
0.7806086,552026750.0,23713.031,9.333333,Treg,2019-3-19,0.5,-0.09279156,IL15
0.8509037,734642050.0,27588.547,3.111,Treg,2019-3-19,0.5,0.45045614,IL15
-0.21345581,215486530.0,23405.66,1.037037,Treg,2019-3-19,0.5,-0.6821823,IL15
0.75991786,10377656.0,3551.1523,0.345679,Treg,2019-3-19,0.5,-0.07276535,IL15
1.0074981,3716646.2,1015.38135,0.115226,Treg,2019-3-19,0.5,2.1957932,IL15
1.7698877,3222078.2,390.89795,0.038409,Treg,2019-3-19,0.5,7.722413,IL15
0.9073902,2542836.0,321.54785,0.012803,Treg,2019-3-19,0.5,1.484611,IL15
11.99309,5584106.5,555.8594,0.004268,Treg,2019-3-19,0.5,322.002,IL15
2.3701694,4283035.0,442.6162,0.001423,Treg,2019-3-19,0.5,10.242394,IL15
9.525636,7537101.5,0.0,0.000474,Treg,2019-3-19,0.5,128.54385,IL15
5.3225064,1751264800.0,28253.443,84.0,Thelper,2019-3-19,0.5,48.96187,IL15
1.7152828,742714800.0,27357.535,28.0,Thelper,2019-3-19,0.5,5.598239,IL15
1.3950326,588551940.0,19042.723,9.333333,Thelper,2019-3-19,0.5,1.4186125,IL15
1.133191,802953400.0,27589.582,3.111,Thelper,2019-3-19,0.5,1.8867517,IL15
1.0812762,316789600.0,15671.57,1.037037,Thelper,2019-3-19,0.5,0.45462227,IL15
1.3711374,11788047.0,2839.2234,0.345679,Thelper,2019-3-19,0.5,2.221458,IL15
1.6884832,4467053.0,1271.0701,0.115226,Thelper,2019-3-19,0.5,4.4642925,IL15
0.83251095,3756531.8,990.7388,0.038409,Thelper,2019-3-19,0.5,0.43821168,IL15
1.3026223,3007122.5,1019.13257,0.012803,Thelper,2019-3-19,0.5,1.8305922,IL15
1.7117982,2194001.2,686.17334,0.004268,Thelper,2019-3-19,0.5,9.688833,IL15
2.5020947,6034861.5,1126.457,0.001423,Thelper,2019-3-19,0.5,9.293201,IL15
2.405289,2162350.2,0.0,0.000474,Thelper,2019-3-19,0.5,11.254195,IL15
0.67513144,153044720.0,10635.02,84.0,Treg,2019-3-27,4.0,0.0020382404,IL2
0.5342683,134587870.0,10537.592,28.0,Treg,2019-3-27,4.0,-0.37917852,IL2
0.8537102,244949300.0,13858.98,9.333333,Treg,2019-3-27,4.0,0.27323127,IL2
0.7030685,216093260.0,13086.123,3.111,Treg,2019-3-27,4.0,0.01120472,IL2
0.7117123,226626450.0,12842.674,1.037037,Treg,2019-3-27,4.0,-0.21923876,IL2
1.1507525,417749950.0,14130.326,0.345679,Treg,2019-3-27,4.0,0.7425451,IL2
1.311219,545679400.0,15066.9375,0.115226,Treg,2019-3-27,4.0,0.95456934,IL2
1.5540406,436343600.0,11691.969,0.038409,Treg,2019-3-27,4.0,1.6267047,IL2
2.4550512,290525280.0,6899.933,0.012803,Treg,2019-3-27,4.0,6.783576,IL2
2.9068255,119391040.0,2492.3687,0.004268,Treg,2019-3-27,4.0,8.839211,IL2
3.537332,97300890.0,1575.0122,0.001423,Treg,2019-3-27,4.0,13.608618,IL2
4.477928,41425644.0,0.0,0.000474,Treg,2019-3-27,4.0,24.9495,IL2
1.3792889,112112376.0,7220.1963,84.0,Thelper,2019-3-27,4.0,2.2181044,IL2
1.4381249,99084360.0,6297.1387,28.0,Thelper,2019-3-27,4.0,2.0662212,IL2
1.8126205,167323570.0,8735.453,9.333333,Thelper,2019-3-27,4.0,6.046151,IL2
1.5825047,141876060.0,7922.711,3.111,Thelper,2019-3-27,4.0,2.6018934,IL2
1.8776642,132927870.0,7081.2197,1.037037,Thelper,2019-3-27,4.0,3.9585152,IL2
2.2422094,220605040.0,8622.524,0.345679,Thelper,2019-3-27,4.0,5.38659,IL2
4.7150517,309915170.0,8336.281,0.115226,Thelper,2019-3-27,4.0,89.45748,IL2
3.2269943,175518930.0,5377.4375,0.038409,Thelper,2019-3-27,4.0,11.955563,IL2
5.833843,64595620.0,2341.2637,0.012803,Thelper,2019-3-27,4.0,64.68928,IL2
7.996351,13620643.0,399.42773,0.004268,Thelper,2019-3-27,4.0,124.20368,IL2
6.6328225,5474985.0,157.04541,0.001423,Thelper,2019-3-27,4.0,109.79767,IL2
3.4994109,3609739.5,0.0,0.000474,Thelper,2019-3-27,4.0,42.73673,IL2
1.2718093,784279600.0,18604.717,84.0,Treg,2019-3-27,2.0,0.74998355,IL2
1.3384092,776669100.0,17958.78,28.0,Treg,2019-3-27,2.0,0.9521568,IL2
1.363054,709255800.0,16668.89,9.333333,Treg,2019-3-27,2.0,0.9315469,IL2
1.5011894,707667100.0,16062.654,3.111,Treg,2019-3-27,2.0,1.4491057,IL2
1.4216261,644971600.0,15076.381,1.037037,Treg,2019-3-27,2.0,1.1273403,IL2
10.056555,728885700.0,10799.572,0.345679,Treg,2019-3-27,2.0,233.94786,IL2
1.4477144,542274500.0,12925.078,0.115226,Treg,2019-3-27,2.0,1.0990524,IL2
1.9594228,386440400.0,8268.471,0.038409,Treg,2019-3-27,2.0,2.9710603,IL2
2.5966258,213936670.0,4220.318,0.012803,Treg,2019-3-27,2.0,6.677953,IL2
3.0849075,121674424.0,1831.7456,0.004268,Treg,2019-3-27,2.0,9.931133,IL2
3.7196517,114913470.0,1283.4917,0.001423,Treg,2019-3-27,2.0,17.021193,IL2
4.211687,55734356.0,0.0,0.000474,Treg,2019-3-27,2.0,22.573835,IL2
1.4418145,593211700.0,18523.791,84.0,Thelper,2019-3-27,2.0,1.8078828,IL2
1.4735856,527019300.0,17408.574,28.0,Thelper,2019-3-27,2.0,1.8814259,IL2
1.6105946,483808600.0,16401.252,9.333333,Thelper,2019-3-27,2.0,2.580502,IL2
1.8319573,381134430.0,13936.041,3.111,Thelper,2019-3-27,2.0,3.6495538,IL2
2.5004416,271063500.0,9325.486,1.037037,Thelper,2019-3-27,2.0,7.0806866,IL2
2.8872063,190186240.0,7054.482,0.345679,Thelper,2019-3-27,2.0,9.369669,IL2
7.895749,131184664.0,4342.4536,0.115226,Thelper,2019-3-27,2.0,244.56459,IL2
5.1510873,39615532.0,1802.4199,0.038409,Thelper,2019-3-27,2.0,35.08634,IL2
6.7214594,8383474.0,470.32715,0.012803,Thelper,2019-3-27,2.0,88.117966,IL2
5.5098386,3914504.0,45.59131,0.004268,Thelper,2019-3-27,2.0,95.856155,IL2
6.708217,4527830.5,0.0,0.001423,Thelper,2019-3-27,2.0,109.140526,IL2
58.02269,7674506.5,0.088378906,0.000474,Thelper,2019-3-27,2.0,5929.1265,IL2
1.0081044,993336770.0,22891.562,84.0,Treg,2019-3-27,1.0,-0.117959976,IL2
4.155686,1030754370.0,22747.781,28.0,Treg,2019-3-27,1.0,72.472435,IL2
1.069134,863281700.0,21412.844,9.333333,Treg,2019-3-27,1.0,0.22859359,IL2
1.1482717,922968000.0,21082.71,3.111,Treg,2019-3-27,1.0,0.24055052,IL2
1.3099341,697260700.0,16816.93,1.037037,Treg,2019-3-27,1.0,0.7192111,IL2
1.4891793,618176800.0,14220.179,0.345679,Treg,2019-3-27,1.0,1.2455368,IL2
35.408207,2234580700.0,12464.175,0.115226,Treg,2019-3-27,1.0,1622.205,IL2
49.92129,62189140000.0,15513.946,0.038409,Treg,2019-3-27,1.0,2508.89,IL2
2.2966225,191077300.0,4732.3887,0.012803,Treg,2019-3-27,1.0,5.0373964,IL2
2.6845155,107750800.0,2400.207,0.004268,Treg,2019-3-27,1.0,7.8202915,IL2
47.05957,4467126300.0,2225.5195,0.001423,Treg,2019-3-27,1.0,2249.4587,IL2
4.667582,53267228.0,0.0,0.000474,Treg,2019-3-27,1.0,28.447832,IL2
1.2517867,581359360.0,19549.047,84.0,Thelper,2019-3-27,1.0,1.0563073,IL2
1.1538398,575410050.0,20521.803,28.0,Thelper,2019-3-27,1.0,0.77165055,IL2
1.2397047,487171900.0,18330.932,9.333333,Thelper,2019-3-27,1.0,1.1374712,IL2
1.4176657,483426600.0,17751.338,3.111,Thelper,2019-3-27,1.0,1.7581453,IL2
2.0019124,435365500.0,12556.787,1.037037,Thelper,2019-3-27,1.0,3.5709686,IL2
2.855747,180947420.0,6623.7646,0.345679,Thelper,2019-3-27,1.0,9.133728,IL2
5.179554,68063144.0,3174.2192,0.115226,Thelper,2019-3-27,1.0,65.53028,IL2
73.52405,70485080.0,1492.1738,0.038409,Thelper,2019-3-27,1.0,8096.3604,IL2
116.26359,77326024.0,434.18652,0.012803,Thelper,2019-3-27,1.0,14441.682,IL2
10.393022,4934117.5,89.15527,0.004268,Thelper,2019-3-27,1.0,281.36307,IL2
3.339594,2884413.8,0.0,0.001423,Thelper,2019-3-27,1.0,40.516975,IL2
46.367958,6688216.5,84.25049,0.000474,Thelper,2019-3-27,1.0,4097.3936,IL2
0.7995181,1077715100.0,27318.016,84.0,Treg,2019-3-27,0.5,-0.2624836,IL2
0.784602,1124243300.0,28635.312,28.0,Treg,2019-3-27,0.5,-0.2374568,IL2
0.71031463,983748740.0,26852.355,9.333333,Treg,2019-3-27,0.5,-0.5264728,IL2
11.537094,1548745900.0,25324.016,3.111,Treg,2019-3-27,0.5,329.85986,IL2
0.98746634,1026882000.0,22082.104,1.037037,Treg,2019-3-27,0.5,-0.27305365,IL2
1.6840932,484258720.0,10369.738,0.345679,Treg,2019-3-27,0.5,1.8117318,IL2
1.6796727,475032160.0,10080.334,0.115226,Treg,2019-3-27,0.5,1.9483886,IL2
2.0492468,233588780.0,5083.2925,0.038409,Treg,2019-3-27,0.5,3.4276052,IL2
2.8234844,138675550.0,2374.101,0.012803,Treg,2019-3-27,0.5,8.380114,IL2
3.5670326,130049910.0,1697.69,0.004268,Treg,2019-3-27,0.5,16.400408,IL2
