Skew,Variance,Mean,Dose,Cell,Date,Time,Kurtosis,Ligand
3.7679727,90357520.0,491.7456,0.001423,Treg,2019-3-27,0.5,16.459637,IL2
3.7711031,70815224.0,0.0,0.000474,Treg,2019-3-27,0.5,16.349232,IL2
0.7885424,831162240.0,29643.547,84.0,Thelper,2019-3-27,0.5,0.12924242,IL2
0.71760607,830328260.0,30141.363,28.0,Thelper,2019-3-27,0.5,-0.1525631,IL2
0.8097626,696051800.0,25960.865,9.333333,Thelper,2019-3-27,0.5,-0.045454264,IL2
5.7460427,715966660.0,22712.379,3.111,Thelper,2019-3-27,0.5,211.7967,IL2
2.129743,469878300.0,12027.17,1.037037,Thelper,2019-3-27,0.5,4.25446,IL2
4.706256,56833736.0,2761.4448,0.345679,Thelper,2019-3-27,0.5,30.216545,IL2
141.79416,8487947000.0,1781.1304,0.115226,Thelper,2019-3-27,0.5,20155.773,IL2
13.19115,6863717.0,238.28223,0.038409,Thelper,2019-3-27,0.5,487.62234,IL2
8.226618,6020455.0,93.20801,0.012803,Thelper,2019-3-27,0.5,127.915436,IL2
12.153604,9548383.0,373.14404,0.004268,Thelper,2019-3-27,0.5,302.8609,IL2
92.1422,18870312.0,0.0,0.001423,Thelper,2019-3-27,0.5,10741.357,IL2
9.56534,4037100.0,14.479004,0.000474,Thelper,2019-3-27,0.5,245.78401,IL2
1.063127,548290400.0,18319.414,84.0,Treg,2019-3-27,4.0,0.5913696,IL15
1.0026498,576789800.0,19347.791,28.0,Treg,2019-3-27,4.0,0.27456856,IL15
0.9807529,528834000.0,18432.387,9.333333,Treg,2019-3-27,4.0,0.16947746,IL15
1.0202287,573119400.0,18796.129,3.111,Treg,2019-3-27,4.0,0.26157403,IL15
1.0900754,503291330.0,17231.29,1.037037,Treg,2019-3-27,4.0,0.5175593,IL15
1.1845152,453770240.0,15664.6,0.345679,Treg,2019-3-27,4.0,0.8654084,IL15
48.99973,19102044000.0,9755.297,0.115226,Treg,2019-3-27,4.0,2420.691,IL15
3.324768,95202090.0,2473.254,0.038409,Treg,2019-3-27,4.0,13.468361,IL15
4.048723,67416750.0,1106.0029,0.012803,Treg,2019-3-27,4.0,20.016405,IL15
4.2775373,43833496.0,0.0,0.004268,Treg,2019-3-27,4.0,22.557781,IL15
5.3847437,52397744.0,51.51758,0.001423,Treg,2019-3-27,4.0,36.50428,IL15
4.6471667,63681304.0,311.5327,0.000474,Treg,2019-3-27,4.0,26.751934,IL15
1.3759136,451162370.0,15930.99,84.0,Thelper,2019-3-27,4.0,1.5256848,IL15
1.2642968,499495140.0,17951.836,28.0,Thelper,2019-3-27,4.0,1.221201,IL15
1.2534672,456147500.0,16960.246,9.333333,Thelper,2019-3-27,4.0,1.0437427,IL15
1.1771903,493948830.0,17989.398,3.111,Thelper,2019-3-27,4.0,0.6912749,IL15
5.1687202,472727550.0,16411.27,1.037037,Thelper,2019-3-27,4.0,157.36394,IL15
1.5345311,320080130.0,13428.428,0.345679,Thelper,2019-3-27,4.0,2.1533694,IL15
2.5086424,90069370.0,5870.6606,0.115226,Thelper,2019-3-27,4.0,9.898187,IL15
19.118788,26748358.0,1560.1426,0.038409,Thelper,2019-3-27,4.0,997.2496,IL15
10.038676,8310660.5,616.0405,0.012803,Thelper,2019-3-27,4.0,252.41101,IL15
4.9895477,3406457.2,114.84961,0.004268,Thelper,2019-3-27,4.0,88.355995,IL15
8.274936,3800397.0,211.10547,0.001423,Thelper,2019-3-27,4.0,213.58708,IL15
71.49934,22933898.0,0.0,0.000474,Thelper,2019-3-27,4.0,6173.982,IL15
0.4592676,203895360.0,13833.994,84.0,Treg,2019-3-27,2.0,-0.5153575,IL15
0.37395477,259356600.0,16003.348,28.0,Treg,2019-3-27,2.0,-0.84105563,IL15
0.50756407,334680640.0,17211.988,9.333333,Treg,2019-3-27,2.0,-0.74753094,IL15
0.83785456,492450460.0,17228.428,3.111,Treg,2019-3-27,2.0,-0.37139177,IL15
1.0291978,375146200.0,13807.844,1.037037,Treg,2019-3-27,2.0,0.16163397,IL15
2.0546627,126206580.0,4604.243,0.345679,Treg,2019-3-27,2.0,4.3229733,IL15
2.7917495,109805864.0,3102.7559,0.115226,Treg,2019-3-27,2.0,9.178433,IL15
3.5416725,56330496.0,514.05225,0.038409,Treg,2019-3-27,2.0,14.601614,IL15
4.9581146,51408030.0,0.0,0.012803,Treg,2019-3-27,2.0,33.86733,IL15
4.4100456,74599600.0,910.39453,0.004268,Treg,2019-3-27,2.0,23.522987,IL15
43.758907,1335525000.0,1265.5967,0.001423,Treg,2019-3-27,2.0,2004.6538,IL15
37.56398,441497120.0,653.8926,0.000474,Treg,2019-3-27,2.0,1612.7029,IL15
1.5261285,106896960.0,6478.651,84.0,Thelper,2019-3-27,2.0,2.1718035,IL15
1.518184,148059020.0,8018.569,28.0,Thelper,2019-3-27,2.0,2.178783,IL15
1.3753363,190114430.0,10115.693,9.333333,Thelper,2019-3-27,2.0,1.56948,IL15
1.5174005,265490620.0,11807.68,3.111,Thelper,2019-3-27,2.0,2.2097998,IL15
1.8356955,121278776.0,7209.7593,1.037037,Thelper,2019-3-27,2.0,3.9185896,IL15
3.4677012,25637978.0,2308.5908,0.345679,Thelper,2019-3-27,2.0,19.95251,IL15
7.393442,10589131.0,927.5625,0.115226,Thelper,2019-3-27,2.0,110.29135,IL15
7.332525,3609273.0,39.583008,0.038409,Thelper,2019-3-27,2.0,171.71819,IL15
3.8157039,3115601.5,154.89307,0.012803,Thelper,2019-3-27,2.0,51.776566,IL15
6.226057,4291304.5,471.43018,0.004268,Thelper,2019-3-27,2.0,104.52855,IL15
9.966619,3612765.0,0.0,0.001423,Thelper,2019-3-27,2.0,328.74573,IL15
8.929402,4085608.5,125.63721,0.000474,Thelper,2019-3-27,2.0,208.58737,IL15
0.96756124,652270660.0,19558.549,84.0,Treg,2019-3-27,1.0,-0.17240381,IL15
0.9937558,748600800.0,20555.87,28.0,Treg,2019-3-27,1.0,-0.1509552,IL15
1.0637401,715851400.0,19904.496,9.333333,Treg,2019-3-27,1.0,0.19205308,IL15
1.3473557,689773200.0,19785.127,3.111,Treg,2019-3-27,1.0,3.9080453,IL15
1.3309262,354310560.0,12741.979,1.037037,Treg,2019-3-27,1.0,0.9767165,IL15
3.6440084,60024344.0,2176.412,0.345679,Treg,2019-3-27,1.0,16.197733,IL15
3.9767735,47802584.0,1326.29,0.115226,Treg,2019-3-27,1.0,21.245897,IL15
3.5768087,67191704.0,1582.4238,0.038409,Treg,2019-3-27,1.0,14.745907,IL15
5.3219347,49376264.0,928.29346,0.012803,Treg,2019-3-27,1.0,41.828358,IL15
4.9361963,25598522.0,0.0,0.004268,Treg,2019-3-27,1.0,32.673218,IL15
3.7078815,65238420.0,1380.773,0.001423,Treg,2019-3-27,1.0,16.430351,IL15
4.1464586,41908524.0,551.0117,0.000474,Treg,2019-3-27,1.0,21.781845,IL15
1.2653058,367321630.0,15362.619,84.0,Thelper,2019-3-27,1.0,1.2887316,IL15
1.2486974,435565600.0,16853.041,28.0,Thelper,2019-3-27,1.0,1.1129661,IL15
1.2137482,427743330.0,16853.98,9.333333,Thelper,2019-3-27,1.0,0.93355083,IL15
1.3023535,403915260.0,16662.963,3.111,Thelper,2019-3-27,1.0,2.7477484,IL15
21.24473,195019520.0,9095.094,1.037037,Thelper,2019-3-27,1.0,1422.7812,IL15
10.395461,9270190.0,1310.854,0.345679,Thelper,2019-3-27,1.0,275.55612,IL15
9.980202,5361201.5,402.5708,0.115226,Thelper,2019-3-27,1.0,342.0992,IL15
7.890151,5648818.0,257.53418,0.038409,Thelper,2019-3-27,1.0,123.412605,IL15
14.614843,4982888.0,385.27344,0.012803,Thelper,2019-3-27,1.0,518.4853,IL15
132.36339,918498940.0,321.3589,0.004268,Thelper,2019-3-27,1.0,17633.438,IL15
4.434759,3414726.5,0.0,0.001423,Thelper,2019-3-27,1.0,66.991905,IL15
16.75791,4078677.2,26.93164,0.000474,Thelper,2019-3-27,1.0,945.67236,IL15
0.77227944,737426240.0,23304.418,84.0,Treg,2019-3-27,0.5,-0.41735816,IL15
0.7926744,800413630.0,24483.898,28.0,Treg,2019-3-27,0.5,-0.28460336,IL15
0.9223323,786091800.0,23246.0,9.333333,Treg,2019-3-27,0.5,0.036534786,IL15
0.84607184,741558340.0,22804.695,3.111,Treg,2019-3-27,0.5,-0.3376367,IL15
1.3209324,384548400.0,14399.041,1.037037,Treg,2019-3-27,0.5,1.224114,IL15
43.540543,263647940.0,593.7959,0.345679,Treg,2019-3-27,0.5,1985.2993,IL15
4.3258953,59256964.0,1377.5806,0.115226,Treg,2019-3-27,0.5,22.58366,IL15
6.5703993,40449144.0,7.289551,0.038409,Treg,2019-3-27,0.5,56.956947,IL15
6.189758,21864970.0,0.0,0.012803,Treg,2019-3-27,0.5,50.342693,IL15
4.7876377,52371160.0,847.46484,0.004268,Treg,2019-3-27,0.5,29.185669,IL15
3.5510411,92466200.0,1977.7905,0.001423,Treg,2019-3-27,0.5,15.421654,IL15
4.4076457,33337108.0,147.52295,0.000474,Treg,2019-3-27,0.5,24.142048,IL15
0.81429565,560420860.0,22544.75,84.0,Thelper,2019-3-27,0.5,-0.0011460781,IL15
0.7384935,675874100.0,26709.465,28.0,Thelper,2019-3-27,0.5,-0.05982709,IL15
0.7606422,640109060.0,25442.12,9.333333,Thelper,2019-3-27,0.5,-0.10374379,IL15
0.68817866,590872200.0,25168.479,3.111,Thelper,2019-3-27,0.5,-0.3207507,IL15
1.2345612,286918270.0,15543.719,1.037037,Thelper,2019-3-27,0.5,1.9554324,IL15
58.475765,123686150.0,1256.7324,0.345679,Thelper,2019-3-27,0.5,3607.6646,IL15
56.946068,13553049.0,586.2329,0.115226,Thelper,2019-3-27,0.5,4785.04,IL15
5.8939047,3493083.0,83.82959,0.038409,Thelper,2019-3-27,0.5,114.75379,IL15
3.3784113,3012202.8,537.751,0.012803,Thelper,2019-3-27,0.5,77.81532,IL15
4.643776,3769919.2,314.38672,0.004268,Thelper,2019-3-27,0.5,76.54918,IL15
10.356848,6298923.0,0.0,0.001423,Thelper,2019-3-27,0.5,219.97595,IL15
7.987017,4259267.5,12.837402,0.000474,Thelper,2019-3-27,0.5,191.08154,IL15
0.7909685,556760450.0,23986.898,84.0,Treg,2019-4-18,4.0,0.15840244,IL2
0.80628335,504567970.0,21786.307,28.0,Treg,2019-4-18,4.0,-0.052610636,IL2
1.0742471,700247230.0,22823.678,9.333333,Treg,2019-4-18,4.0,0.37240887,IL2
0.6959542,494108300.0,21776.68,3.111,Treg,2019-4-18,4.0,-0.5042565,IL2
1.1145835,411830880.0,16308.727,1.037037,Treg,2019-4-18,4.0,0.48127985,IL2
1.2290318,342333380.0,14112.453,0.345679,Treg,2019-4-18,4.0,0.9524903,IL2
1.5960941,223650400.0,9703.859,0.115226,Treg,2019-4-18,4.0,1.9938083,IL2
2.3896644,103463896.0,4601.5884,0.038409,Treg,2019-4-18,4.0,6.010042,IL2
3.2369373,82290740.0,3002.8672,0.012803,Treg,2019-4-18,4.0,11.859145,IL2
4.184426,29191996.0,842.31934,0.004268,Treg,2019-4-18,4.0,22.017366,IL2
4.7492056,56291092.0,1630.2417,0.001423,Treg,2019-4-18,4.0,30.084522,IL2
5.979076,14444830.0,0.0,0.000474,Treg,2019-4-18,4.0,50.132275,IL2
0.8797693,499631550.0,21728.812,84.0,Thelper,2019-4-18,4.0,0.020642042,IL2
0.94860786,477297540.0,20660.977,28.0,Thelper,2019-4-18,4.0,0.13286471,IL2
1.008092,657315140.0,24372.508,9.333333,Thelper,2019-4-18,4.0,0.3081391,IL2
1.4722381,415523400.0,17712.285,3.111,Thelper,2019-4-18,4.0,5.1459208,IL2
95.614975,4947671600.0,10591.271,1.037037,Thelper,2019-4-18,4.0,9671.272,IL2
2.6421316,168410850.0,6381.702,0.345679,Thelper,2019-4-18,4.0,7.347316,IL2
3.7393644,66927250.0,3026.8901,0.115226,Thelper,2019-4-18,4.0,16.265339,IL2
41.503696,23170382.0,732.16187,0.038409,Thelper,2019-4-18,4.0,3042.8418,IL2
6.3555703,3222729.8,113.029785,0.012803,Thelper,2019-4-18,4.0,83.592964,IL2
2.4988205,1811996.4,0.0,0.004268,Thelper,2019-4-18,4.0,25.168486,IL2
11.2704525,6300642.5,183.68286,0.001423,Thelper,2019-4-18,4.0,205.51611,IL2
2.3222275,2035669.2,84.01416,0.000474,Thelper,2019-4-18,4.0,22.51118,IL2
0.8058601,627551040.0,23921.0,84.0,Treg,2019-4-18,2.0,-0.058808327,IL2
0.7033891,492642300.0,21948.246,28.0,Treg,2019-4-18,2.0,-0.47739553,IL2
0.7887314,689058800.0,23003.785,9.333333,Treg,2019-4-18,2.0,-0.55346155,IL2
0.71375644,444916030.0,20364.207,3.111,Treg,2019-4-18,2.0,-0.48841023,IL2
0.782931,434675550.0,18575.316,1.037037,Treg,2019-4-18,2.0,-0.5046458,IL2
1.3567383,304111840.0,12626.018,0.345679,Treg,2019-4-18,2.0,1.0155749,IL2
1.9576432,192238050.0,8259.743,0.115226,Treg,2019-4-18,2.0,4.1840377,IL2
3.0694013,45881588.0,2685.9097,0.038409,Treg,2019-4-18,2.0,11.021478,IL2
4.8290935,25366750.0,1090.9824,0.012803,Treg,2019-4-18,2.0,27.838276,IL2
6.6735854,6580995.5,59.411377,0.004268,Treg,2019-4-18,2.0,83.054436,IL2
3.6035392,30354434.0,1679.3945,0.001423,Treg,2019-4-18,2.0,15.185659,IL2
4.3269696,4721105.0,0.0,0.000474,Treg,2019-4-18,2.0,38.59713,IL2
1.1094321,413684320.0,18515.562,84.0,Thelper,2019-4-18,2.0,0.8949239,IL2
1.3977636,360327500.0,16357.541,28.0,Thelper,2019-4-18,2.0,4.2253532,IL2
1.8926499,532389820.0,19890.162,9.333333,Thelper,2019-4-18,2.0,13.543932,IL2
1.6064619,284078620.0,12888.769,3.111,Thelper,2019-4-18,2.0,2.3175,IL2
2.8637862,92860360.0,4571.0127,1.037037,Thelper,2019-4-18,2.0,9.383416,IL2
5.6815925,10568420.0,910.3684,0.345679,Thelper,2019-4-18,2.0,46.032135,IL2
13.330572,6825363.0,267.74512,0.115226,Thelper,2019-4-18,2.0,326.18524,IL2
8.133198,2114243.2,31.030273,0.038409,Thelper,2019-4-18,2.0,282.92554,IL2
21.488846,2981210.2,5.5341797,0.012803,Thelper,2019-4-18,2.0,1115.351,IL2
8.308923,2069881.2,0.0,0.004268,Thelper,2019-4-18,2.0,260.59164,IL2
6.312907,2135801.2,58.199707,0.001423,Thelper,2019-4-18,2.0,121.04451,IL2
12.816544,2205426.8,122.10693,0.000474,Thelper,2019-4-18,2.0,591.74603,IL2
0.8059107,510558980.0,20909.244,84.0,Treg,2019-4-18,1.0,-0.34669423,IL2
0.58566046,593853000.0,24295.662,28.0,Treg,2019-4-18,1.0,-0.8672261,IL2
0.95963496,673555600.0,21577.162,9.333333,Treg,2019-4-18,1.0,-0.1501174,IL2
0.73038435,525099650.0,21696.115,3.111,Treg,2019-4-18,1.0,-0.52875423,IL2
0.7764633,441347460.0,18542.734,1.037037,Treg,2019-4-18,1.0,-0.63236403,IL2
1.1665385,288078980.0,12478.646,0.345679,Treg,2019-4-18,1.0,0.08321667,IL2
1.7302849,121120650.0,6620.974,0.115226,Treg,2019-4-18,1.0,2.253684,IL2
3.1965797,43074812.0,2600.8584,0.038409,Treg,2019-4-18,1.0,12.516844,IL2
8.362792,28223670.0,1273.9116,0.012803,Treg,2019-4-18,1.0,110.00803,IL2
5.514809,23769914.0,1126.5972,0.004268,Treg,2019-4-18,1.0,38.44481,IL2
1.297755,3023789.2,0.0,0.001423,Treg,2019-4-18,1.0,3.3445835,IL2
6.0247197,18470200.0,559.3113,0.000474,Treg,2019-4-18,1.0,45.960297,IL2
1.0316073,305761800.0,15816.339,84.0,Thelper,2019-4-18,1.0,0.38816214,IL2
1.0533674,345154020.0,16781.188,28.0,Thelper,2019-4-18,1.0,0.462641,IL2
1.0417361,407754100.0,18792.123,9.333333,Thelper,2019-4-18,1.0,0.47487068,IL2
1.3727156,258163800.0,13332.57,3.111,Thelper,2019-4-18,1.0,1.6191831,IL2
2.523977,114874140.0,5505.38,1.037037,Thelper,2019-4-18,1.0,6.9037,IL2
6.218308,13624903.0,1172.9133,0.345679,Thelper,2019-4-18,1.0,60.08432,IL2
14.338677,4908219.0,262.67822,0.115226,Thelper,2019-4-18,1.0,433.58432,IL2
4.259338,2154208.8,78.677246,0.038409,Thelper,2019-4-18,1.0,50.5984,IL2
16.866016,2790669.2,2.991455,0.012803,Thelper,2019-4-18,1.0,730.11993,IL2
98.0344,164745420.0,191.49487,0.004268,Thelper,2019-4-18,1.0,9730.166,IL2
1.9103774,1517754.6,0.0,0.001423,Thelper,2019-4-18,1.0,14.471724,IL2
2.9481146,1740799.5,57.741943,0.000474,Thelper,2019-4-18,1.0,36.199413,IL2
0.59991443,681943400.0,24719.201,84.0,Treg,2019-4-18,0.5,-0.98301244,IL2
0.4686491,719984900.0,27863.047,28.0,Treg,2019-4-18,0.5,-0.8059685,IL2
0.82927656,445149900.0,19356.07,9.333333,Treg,2019-4-18,0.5,-0.4339919,IL2
0.42710045,659896770.0,25763.42,3.111,Treg,2019-4-18,0.5,-1.2080221,IL2
1.0483693,366736830.0,14701.574,1.037037,Treg,2019-4-18,0.5,-0.17810106,IL2
2.8196683,68919970.0,3451.3691,0.345679,Treg,2019-4-18,0.5,8.14245,IL2
3.1826587,41073784.0,2311.4727,0.115226,Treg,2019-4-18,0.5,11.484698,IL2
5.194774,47009344.0,1715.1587,0.038409,Treg,2019-4-18,0.5,33.747196,IL2
5.6208124,25890196.0,856.5752,0.012803,Treg,2019-4-18,0.5,38.292496,IL2
7.6644645,11144495.0,86.31592,0.004268,Treg,2019-4-18,0.5,96.339096,IL2
4.6638803,9726503.0,0.0,0.001423,Treg,2019-4-18,0.5,32.032635,IL2
7.9439487,72910390.0,1440.6377,0.000474,Treg,2019-4-18,0.5,88.016174,IL2
0.8603022,489204860.0,24798.62,84.0,Thelper,2019-4-18,0.5,2.7953691,IL2
0.4974418,548621440.0,27222.543,28.0,Thelper,2019-4-18,0.5,-0.6084893,IL2
1.2260947,357953400.0,16426.305,9.333333,Thelper,2019-4-18,0.5,1.1602583,IL2
0.8859298,459185570.0,21044.691,3.111,Thelper,2019-4-18,0.5,-0.089770555,IL2
4.402481,29347360.0,2112.2163,1.037037,Thelper,2019-4-18,0.5,25.870127,IL2
14.215667,5484784.0,427.67285,0.345679,Thelper,2019-4-18,0.5,334.2121,IL2
5.0317464,2015816.0,168.47021,0.115226,Thelper,2019-4-18,0.5,86.50941,IL2
11.6012945,4031627.5,210.79468,0.038409,Thelper,2019-4-18,0.5,244.35492,IL2
13.014723,4920568.5,210.74976,0.012803,Thelper,2019-4-18,0.5,275.70483,IL2
3.6599312,1891236.4,95.75464,0.004268,Thelper,2019-4-18,0.5,49.42735,IL2
2.8328624,1603068.1,0.0,0.001423,Thelper,2019-4-18,0.5,43.793964,IL2
3.4196608,1949662.6,187.89014,0.000474,Thelper,2019-4-18,0.5,44.51116,IL2
0.8405603,536948700.0,23887.479,84.0,Treg,2019-4-18,4.0,0.32406688,IL15
0.8818333,487541100.0,21572.96,28.0,Treg,2019-4-18,4.0,0.16331887,IL15
0.6678523,452262820.0,21417.547,9.333333,Treg,2019-4-18,4.0,-0.6420982,IL15
0.7531807,438636300.0,21734.834,3.111,Treg,2019-4-18,4.0,-0.19257426,IL15
1.3611848,176184160.0,11565.229,1.037037,Treg,2019-4-18,4.0,1.86345,IL15
2.017517,125347060.0,7545.9404,0.345679,Treg,2019-4-18,4.0,4.7433777,IL15
4.3459344,52200876.0,2312.3313,0.115226,Treg,2019-4-18,4.0,23.514538,IL15
6.2297487,14384363.0,522.6848,0.038409,Treg,2019-4-18,4.0,54.21774,IL15
10.023441,10522120.0,0.0,0.012803,Treg,2019-4-18,4.0,144.56543,IL15
7.2310286,21933334.0,364.73315,0.004268,Treg,2019-4-18,4.0,71.6501,IL15
4.312845,17993232.0,680.2908,0.001423,Treg,2019-4-18,4.0,23.477911,IL15
3.2766213,94477520.0,3208.951,0.000474,Treg,2019-4-18,4.0,11.309852,IL15
0.8583533,516444400.0,22012.11,84.0,Thelper,2019-4-18,4.0,-0.080801964,IL15
0.8825813,442106850.0,20260.934,28.0,Thelper,2019-4-18,4.0,0.012532473,IL15
1.172927,323486600.0,15354.964,9.333333,Thelper,2019-4-18,4.0,0.84566283,IL15
0.8822751,436429600.0,20537.602,3.111,Thelper,2019-4-18,4.0,0.060653687,IL15
1.5920084,116407120.0,8716.849,1.037037,Thelper,2019-4-18,4.0,2.6675663,IL15
3.59306,44183870.0,3668.1401,0.345679,Thelper,2019-4-18,4.0,19.852154,IL15
10.76275,10746858.0,765.43774,0.115226,Thelper,2019-4-18,4.0,201.23848,IL15
6.835375,2074415.4,148.82935,0.038409,Thelper,2019-4-18,4.0,192.70944,IL15
2.30074,1684951.6,48.62451,0.012803,Thelper,2019-4-18,4.0,28.492449,IL15
6.748291,2071531.9,0.0,0.004268,Thelper,2019-4-18,4.0,169.15396,IL15
5.3003106,2042873.1,3.0114746,0.001423,Thelper,2019-4-18,4.0,109.318275,IL15
10.502456,10204535.0,431.3474,0.000474,Thelper,2019-4-18,4.0,171.09016,IL15
0.7844884,498913950.0,20853.502,84.0,Treg,2019-4-18,2.0,-0.20882678,IL15
1.1299567,646264400.0,20725.137,28.0,Treg,2019-4-18,2.0,0.69879293,IL15
0.8113247,449160580.0,19675.283,9.333333,Treg,2019-4-18,2.0,-0.17959905,IL15
0.85915303,408350270.0,18049.486,3.111,Treg,2019-4-18,2.0,-0.28138852,IL15
26.775568,716500160.0,3568.5535,1.037037,Treg,2019-4-18,2.0,752.07965,IL15
9.42855,18986376.0,500.69067,0.345679,Treg,2019-4-18,2.0,116.76731,IL15
4.4778605,6874000.5,114.43652,0.115226,Treg,2019-4-18,2.0,31.475227,IL15
26.532967,1783366900.0,1466.1204,0.038409,Treg,2019-4-18,2.0,703.6531,IL15
5.3990207,8398816.0,162.91187,0.012803,Treg,2019-4-18,2.0,48.62458,IL15
5.094547,9706120.0,0.0,0.004268,Treg,2019-4-18,2.0,35.602486,IL15
7.2563267,10193190.0,142.29785,0.001423,Treg,2019-4-18,2.0,84.22369,IL15
6.5953975,20005770.0,769.46313,0.000474,Treg,2019-4-18,2.0,62.933083,IL15
1.6568394,379093500.0,16487.71,84.0,Thelper,2019-4-18,2.0,9.69406,IL15
1.2113115,471222460.0,18964.957,28.0,Thelper,2019-4-18,2.0,1.079597,IL15
73.30438,2336634600.0,17260.043,9.333333,Thelper,2019-4-18,2.0,6338.115,IL15
2.0853853,241904530.0,13120.462,3.111,Thelper,2019-4-18,2.0,20.074106,IL15
62.339325,110461990.0,1379.3977,1.037037,Thelper,2019-4-18,2.0,4377.076,IL15
8.358304,2402396.0,148.25537,0.345679,Thelper,2019-4-18,2.0,226.63855,IL15
1.8813092,1732002.2,3.0585938,0.115226,Thelper,2019-4-18,2.0,14.923004,IL15
97.35226,129904580.0,104.55469,0.038409,Thelper,2019-4-18,2.0,9621.708,IL15
1.9741439,1678074.4,3.3391113,0.012803,Thelper,2019-4-18,2.0,15.596796,IL15
10.898105,2417905.2,0.0,0.004268,Thelper,2019-4-18,2.0,370.12863,IL15
1.2672896,1618097.5,7.5026855,0.001423,Thelper,2019-4-18,2.0,5.1194286,IL15
20.599356,3498425.5,254.02173,0.000474,Thelper,2019-4-18,2.0,1068.3998,IL15
1.061721,492135170.0,19414.223,84.0,Treg,2019-4-18,1.0,0.30479074,IL15
0.8335556,601610940.0,21151.861,28.0,Treg,2019-4-18,1.0,-0.5322192,IL15
0.81851935,452614240.0,19662.041,9.333333,Treg,2019-4-18,1.0,-0.3113413,IL15
24.473125,16008587000.0,23963.723,3.111,Treg,2019-4-18,1.0,613.12036,IL15
2.038164,52640080.0,4446.9756,1.037037,Treg,2019-4-18,1.0,4.0141563,IL15
4.5323496,7861312.5,228.69604,0.345679,Treg,2019-4-18,1.0,31.575733,IL15
4.7850847,57932810.0,2119.0486,0.115226,Treg,2019-4-18,1.0,26.25107,IL15
6.5379844,11066482.0,441.65845,0.038409,Treg,2019-4-18,1.0,60.556164,IL15
3.0089254,4019114.2,0.0,0.012803,Treg,2019-4-18,1.0,26.933887,IL15
6.546582,22593924.0,816.7478,0.004268,Treg,2019-4-18,1.0,54.578762,IL15
2.2159414,4444914.0,117.10278,0.001423,Treg,2019-4-18,1.0,11.478569,IL15
6.3395824,29915864.0,1145.927,0.000474,Treg,2019-4-18,1.0,51.75756,IL15
1.0069394,364756500.0,18827.223,84.0,Thelper,2019-4-18,1.0,0.36356473,IL15
0.93806475,456765730.0,20273.188,28.0,Thelper,2019-4-18,1.0,0.12113023,IL15
25.726799,506577020.0,16184.343,9.333333,Thelper,2019-4-18,1.0,1499.6204,IL15
0.9555393,245150300.0,14983.341,3.111,Thelper,2019-4-18,1.0,0.24427676,IL15
3.845112,13529225.0,2059.4482,1.037037,Thelper,2019-4-18,1.0,34.86692,IL15
56.454597,23395454.0,206.25342,0.345679,Thelper,2019-4-18,1.0,3668.6113,IL15
8.954792,6234080.5,395.72534,0.115226,Thelper,2019-4-18,1.0,132.8211,IL15
