Dose,Ligand,Skew,Date,Variance,Mean,Kurtosis,alphStatCov,Cell,Time
0.115226,WT C-term,0,3/1/2019,0,2517.925781,0,0,Treg,0.5
0.038409,WT C-term,0,3/1/2019,0,674.463256,0,0,Treg,0.5
0.012803,WT C-term,0,3/1/2019,0,449.115722,0,0,Treg,0.5
0.004268,WT C-term,0,3/1/2019,0,339.7989500000001,0,0,Treg,0.5
0.001423,WT C-term,0,3/1/2019,0,45.4077140000004,0,0,Treg,0.5
0.000474,WT C-term,0,3/1/2019,0,0.0,0,0,Treg,0.5
84.0,WT C-term,0,3/1/2019,0,21827.038448,0,0,Treg,1.0
28.0,WT C-term,0,3/1/2019,0,17868.161497999998,0,0,Treg,1.0
9.333333,WT C-term,0,3/1/2019,0,19562.317747999998,0,0,Treg,1.0
3.111,WT C-term,0,3/1/2019,0,18040.479858,0,0,Treg,1.0
1.037037,WT C-term,0,3/1/2019,0,14019.359738000001,0,0,Treg,1.0
0.345679,WT C-term,0,3/1/2019,0,10277.087278,0,0,Treg,1.0
0.115226,WT C-term,0,3/1/2019,0,4871.607298999999,0,0,Treg,1.0
0.038409,WT C-term,0,3/1/2019,0,1144.649047,0,0,Treg,1.0
0.012803,WT C-term,0,3/1/2019,0,305.246948,0,0,Treg,1.0
0.004268,WT C-term,0,3/1/2019,0,0.0,0,0,Treg,1.0
0.001423,WT C-term,0,3/1/2019,0,123.54748499999982,0,0,Treg,1.0
0.000474,WT C-term,0,3/1/2019,0,240.28112799999985,0,0,Treg,1.0
84.0,WT C-term,0,3/1/2019,0,23152.467778000002,0,0,Treg,2.0
28.0,WT C-term,0,3/1/2019,0,21179.481448,0,0,Treg,2.0
9.333333,WT C-term,0,3/1/2019,0,24172.258788,0,0,Treg,2.0
3.111,WT C-term,0,3/1/2019,0,19441.959958,0,0,Treg,2.0
1.037037,WT C-term,0,3/1/2019,0,18651.198238,0,0,Treg,2.0
0.345679,WT C-term,0,3/1/2019,0,16774.569338,0,0,Treg,2.0
0.115226,WT C-term,0,3/1/2019,0,10429.680668,0,0,Treg,2.0
0.038409,WT C-term,0,3/1/2019,0,3032.279295999999,0,0,Treg,2.0
0.012803,WT C-term,0,3/1/2019,0,442.839843,0,0,Treg,2.0
0.004268,WT C-term,0,3/1/2019,0,284.6879879999997,0,0,Treg,2.0
0.001423,WT C-term,0,3/1/2019,0,126.21240199999988,0,0,Treg,2.0
0.000474,WT C-term,0,3/1/2019,0,0.0,0,0,Treg,2.0
84.0,WT C-term,0,3/1/2019,0,23581.347536999998,0,0,Treg,4.0
28.0,WT C-term,0,3/1/2019,0,25390.747927,0,0,Treg,4.0
9.333333,WT C-term,0,3/1/2019,0,23235.824097,0,0,Treg,4.0
3.111,WT C-term,0,3/1/2019,0,23399.263547,0,0,Treg,4.0
1.037037,WT C-term,0,3/1/2019,0,22216.945187,0,0,Treg,4.0
0.345679,WT C-term,0,3/1/2019,0,23606.951047,0,0,Treg,4.0
0.115226,WT C-term,0,3/1/2019,0,20476.185427,0,0,Treg,4.0
0.038409,WT C-term,0,3/1/2019,0,17461.390507,0,0,Treg,4.0
0.012803,WT C-term,0,3/1/2019,0,11818.605346999999,0,0,Treg,4.0
0.004268,WT C-term,0,3/1/2019,0,2749.327514,0,0,Treg,4.0
0.001423,WT C-term,0,3/1/2019,0,989.095581,0,0,Treg,4.0
0.000474,WT C-term,0,3/1/2019,0,0.0,0,0,Treg,4.0
84.0,WT C-term,0,3/1/2019,0,9524.700078,0,0,Thelper,0.5
28.0,WT C-term,0,3/1/2019,0,7964.649292000001,0,0,Thelper,0.5
9.333333,WT C-term,0,3/1/2019,0,1273.559693,0,0,Thelper,0.5
3.111,WT C-term,0,3/1/2019,0,833.3284919999999,0,0,Thelper,0.5
1.037037,WT C-term,0,3/1/2019,0,568.942994,0,0,Thelper,0.5
0.345679,WT C-term,0,3/1/2019,0,394.2315679999999,0,0,Thelper,0.5
0.115226,WT C-term,0,3/1/2019,0,267.32312100000036,0,0,Thelper,0.5
0.038409,WT C-term,0,3/1/2019,0,211.68225099999995,0,0,Thelper,0.5
0.012803,WT C-term,0,3/1/2019,0,159.224244,0,0,Thelper,0.5
0.004268,WT C-term,0,3/1/2019,0,100.68579099999988,0,0,Thelper,0.5
0.001423,WT C-term,0,3/1/2019,0,135.77380400000015,0,0,Thelper,0.5
0.000474,WT C-term,0,3/1/2019,0,0.0,0,0,Thelper,0.5
84.0,WT C-term,0,3/1/2019,0,4460.63562,0,0,Thelper,1.0
28.0,WT C-term,0,3/1/2019,0,3168.3358150000004,0,0,Thelper,1.0
9.333333,WT C-term,0,3/1/2019,0,1518.790649,0,0,Thelper,1.0
3.111,WT C-term,0,3/1/2019,0,883.5401609999999,0,0,Thelper,1.0
1.037037,WT C-term,0,3/1/2019,0,604.1319579999999,0,0,Thelper,1.0
0.345679,WT C-term,0,3/1/2019,0,235.6590580000004,0,0,Thelper,1.0
0.115226,WT C-term,0,3/1/2019,0,270.559082,0,0,Thelper,1.0
0.038409,WT C-term,0,3/1/2019,0,93.9947510000004,0,0,Thelper,1.0
0.012803,WT C-term,0,3/1/2019,0,0.0,0,0,Thelper,1.0
0.004268,WT C-term,0,3/1/2019,0,17.959473000000116,0,0,Thelper,1.0
0.001423,WT C-term,0,3/1/2019,0,42.571411000000126,0,0,Thelper,1.0
0.000474,WT C-term,0,3/1/2019,0,177.05688499999997,0,0,Thelper,1.0
84.0,WT C-term,0,3/1/2019,0,3378.528321,0,0,Thelper,2.0
28.0,WT C-term,0,3/1/2019,0,2419.441651,0,0,Thelper,2.0
9.333333,WT C-term,0,3/1/2019,0,1629.5561530000007,0,0,Thelper,2.0
3.111,WT C-term,0,3/1/2019,0,1199.738282,0,0,Thelper,2.0
1.037037,WT C-term,0,3/1/2019,0,1021.32959,0,0,Thelper,2.0
0.345679,WT C-term,0,3/1/2019,0,535.3065190000004,0,0,Thelper,2.0
0.115226,WT C-term,0,3/1/2019,0,262.7607429999998,0,0,Thelper,2.0
0.038409,WT C-term,0,3/1/2019,0,107.45092799999998,0,0,Thelper,2.0
0.012803,WT C-term,0,3/1/2019,0,91.15368699999999,0,0,Thelper,2.0
0.004268,WT C-term,0,3/1/2019,0,75.5338139999999,0,0,Thelper,2.0
0.001423,WT C-term,0,3/1/2019,0,89.18103099999985,0,0,Thelper,2.0
0.000474,WT C-term,0,3/1/2019,0,0.0,0,0,Thelper,2.0
84.0,WT C-term,0,3/1/2019,0,7403.872437,0,0,Thelper,4.0
28.0,WT C-term,0,3/1/2019,0,6222.048218,0,0,Thelper,4.0
9.333333,WT C-term,0,3/1/2019,0,5232.307983000001,0,0,Thelper,4.0
3.111,WT C-term,0,3/1/2019,0,3375.9588620000013,0,0,Thelper,4.0
1.037037,WT C-term,0,3/1/2019,0,2243.4842529999996,0,0,Thelper,4.0
0.345679,WT C-term,0,3/1/2019,0,1791.4930419999998,0,0,Thelper,4.0
0.115226,WT C-term,0,3/1/2019,0,1019.44397,0,0,Thelper,4.0
0.038409,WT C-term,0,3/1/2019,0,546.0897219999999,0,0,Thelper,4.0
0.012803,WT C-term,0,3/1/2019,0,219.70886199999995,0,0,Thelper,4.0
0.004268,WT C-term,0,3/1/2019,0,52.43029799999999,0,0,Thelper,4.0
0.001423,WT C-term,0,3/1/2019,0,0.0,0,0,Thelper,4.0
0.000474,WT C-term,0,3/1/2019,0,35.162841999999955,0,0,Thelper,4.0
84.0,V91K C-term,0,3/1/2019,0,761.1846008,0,0,NK,0.5
28.0,V91K C-term,0,3/1/2019,0,389.9195862000002,0,0,NK,0.5
9.333333,V91K C-term,0,3/1/2019,0,138.6266785000002,0,0,NK,0.5
3.111,V91K C-term,0,3/1/2019,0,102.88064569999989,0,0,NK,0.5
1.037037,V91K C-term,0,3/1/2019,0,53.295257600000184,0,0,NK,0.5
0.345679,V91K C-term,0,3/1/2019,0,129.2753601,0,0,NK,0.5
0.115226,V91K C-term,0,3/1/2019,0,145.69973750000014,0,0,NK,0.5
0.038409,V91K C-term,0,3/1/2019,0,115.98922729999998,0,0,NK,0.5
0.012803,V91K C-term,0,3/1/2019,0,51.84573359999996,0,0,NK,0.5
0.004268,V91K C-term,0,3/1/2019,0,53.64016720000001,0,0,NK,0.5
0.001423,V91K C-term,0,3/1/2019,0,115.50039669999995,0,0,NK,0.5
0.000474,V91K C-term,0,3/1/2019,0,0.0,0,0,NK,0.5
84.0,V91K C-term,0,3/1/2019,0,625.0263062999999,0,0,NK,1.0
28.0,V91K C-term,0,3/1/2019,0,401.8286743,0,0,NK,1.0
9.333333,V91K C-term,0,3/1/2019,0,210.56982419999997,0,0,NK,1.0
3.111,V91K C-term,0,3/1/2019,0,123.11785880000002,0,0,NK,1.0
1.037037,V91K C-term,0,3/1/2019,0,0.0,0,0,NK,1.0
0.345679,V91K C-term,0,3/1/2019,0,144.01574700000003,0,0,NK,1.0
0.115226,V91K C-term,0,3/1/2019,0,79.53167719999999,0,0,NK,1.0
0.038409,V91K C-term,0,3/1/2019,0,141.68353269999977,0,0,NK,1.0
0.012803,V91K C-term,0,3/1/2019,0,155.22174069999994,0,0,NK,1.0
0.004268,V91K C-term,0,3/1/2019,0,122.8692016,0,0,NK,1.0
0.001423,V91K C-term,0,3/1/2019,0,174.63342279999995,0,0,NK,1.0
0.000474,V91K C-term,0,3/1/2019,0,60.822997999999984,0,0,NK,1.0
84.0,V91K C-term,0,3/1/2019,0,510.5242004000001,0,0,NK,2.0
28.0,V91K C-term,0,3/1/2019,0,298.4411316,0,0,NK,2.0
9.333333,V91K C-term,0,3/1/2019,0,243.77011109999984,0,0,NK,2.0
3.111,V91K C-term,0,3/1/2019,0,226.15274049999988,0,0,NK,2.0
1.037037,V91K C-term,0,3/1/2019,0,184.5988464,0,0,NK,2.0
0.345679,V91K C-term,0,3/1/2019,0,78.75015259999981,0,0,NK,2.0
0.115226,V91K C-term,0,3/1/2019,0,161.0007629000002,0,0,NK,2.0
0.038409,V91K C-term,0,3/1/2019,0,165.19985960000002,0,0,NK,2.0
0.012803,V91K C-term,0,3/1/2019,0,0.0,0,0,NK,2.0
0.004268,V91K C-term,0,3/1/2019,0,41.80624390000003,0,0,NK,2.0
0.001423,V91K C-term,0,3/1/2019,0,102.66336059999998,0,0,NK,2.0
0.000474,V91K C-term,0,3/1/2019,0,51.699432400000035,0,0,NK,2.0
84.0,V91K C-term,0,3/1/2019,0,510.2443235999998,0,0,NK,4.0
28.0,V91K C-term,0,3/1/2019,0,316.9335326999998,0,0,NK,4.0
9.333333,V91K C-term,0,3/1/2019,0,240.19653319999998,0,0,NK,4.0
3.111,V91K C-term,0,3/1/2019,0,150.26593019999996,0,0,NK,4.0
1.037037,V91K C-term,0,3/1/2019,0,0.0,0,0,NK,4.0
0.345679,V91K C-term,0,3/1/2019,0,155.21771239999998,0,0,NK,4.0
0.115226,V91K C-term,0,3/1/2019,0,94.12097169999993,0,0,NK,4.0
0.038409,V91K C-term,0,3/1/2019,0,43.03613280000002,0,0,NK,4.0
0.012803,V91K C-term,0,3/1/2019,0,42.500366200000144,0,0,NK,4.0
0.004268,V91K C-term,0,3/1/2019,0,41.356384299999945,0,0,NK,4.0
0.001423,V91K C-term,0,3/1/2019,0,90.66644289999977,0,0,NK,4.0
0.000474,V91K C-term,0,3/1/2019,0,98.31420899999978,0,0,NK,4.0
84.0,V91K C-term,0,3/1/2019,0,448.98339889999977,0,0,CD8,0.5
28.0,V91K C-term,0,3/1/2019,0,267.50463869999976,0,0,CD8,0.5
9.333333,V91K C-term,0,3/1/2019,0,92.33239749999984,0,0,CD8,0.5
3.111,V91K C-term,0,3/1/2019,0,5.235473699999602,0,0,CD8,0.5
1.037037,V91K C-term,0,3/1/2019,0,36.78344729999981,0,0,CD8,0.5
0.345679,V91K C-term,0,3/1/2019,0,44.03112799999985,0,0,CD8,0.5
0.115226,V91K C-term,0,3/1/2019,0,57.747558599999934,0,0,CD8,0.5
0.038409,V91K C-term,0,3/1/2019,0,32.6634521999996,0,0,CD8,0.5
0.012803,V91K C-term,0,3/1/2019,0,32.68304449999982,0,0,CD8,0.5
0.004268,V91K C-term,0,3/1/2019,0,0.0,0,0,CD8,0.5
0.001423,V91K C-term,0,3/1/2019,0,5.166992199999754,0,0,CD8,0.5
0.000474,V91K C-term,0,3/1/2019,0,6.088134799999807,0,0,CD8,0.5
84.0,V91K C-term,0,3/1/2019,0,404.7631227999998,0,0,CD8,1.0
28.0,V91K C-term,0,3/1/2019,0,140.60437009999976,0,0,CD8,1.0
9.333333,V91K C-term,0,3/1/2019,0,108.21923819999984,0,0,CD8,1.0
3.111,V91K C-term,0,3/1/2019,0,34.04705809999973,0,0,CD8,1.0
1.037037,V91K C-term,0,3/1/2019,0,0.0,0,0,CD8,1.0
0.345679,V91K C-term,0,3/1/2019,0,58.25140379999982,0,0,CD8,1.0
0.115226,V91K C-term,0,3/1/2019,0,39.515685999999846,0,0,CD8,1.0
0.038409,V91K C-term,0,3/1/2019,0,22.619567799999913,0,0,CD8,1.0
0.012803,V91K C-term,0,3/1/2019,0,58.766967699999896,0,0,CD8,1.0
0.004268,V91K C-term,0,3/1/2019,0,60.88641349999989,0,0,CD8,1.0
0.001423,V91K C-term,0,3/1/2019,0,86.59674069999983,0,0,CD8,1.0
0.000474,V91K C-term,0,3/1/2019,0,33.47827140000004,0,0,CD8,1.0
84.0,V91K C-term,0,3/1/2019,0,461.8576046999999,0,0,CD8,2.0
28.0,V91K C-term,0,3/1/2019,0,125.48968509999997,0,0,CD8,2.0
9.333333,V91K C-term,0,3/1/2019,0,53.7886963000002,0,0,CD8,2.0
3.111,V91K C-term,0,3/1/2019,0,53.49322510000002,0,0,CD8,2.0
1.037037,V91K C-term,0,3/1/2019,0,61.07305910000002,0,0,CD8,2.0
0.345679,V91K C-term,0,3/1/2019,0,32.15972899999997,0,0,CD8,2.0
0.115226,V91K C-term,0,3/1/2019,0,46.53613280000013,0,0,CD8,2.0
0.038409,V91K C-term,0,3/1/2019,0,76.0774535999999,0,0,CD8,2.0
0.012803,V91K C-term,0,3/1/2019,0,39.79614260000005,0,0,CD8,2.0
0.004268,V91K C-term,0,3/1/2019,0,41.584289600000034,0,0,CD8,2.0
0.001423,V91K C-term,0,3/1/2019,0,43.87982180000006,0,0,CD8,2.0
0.000474,V91K C-term,0,3/1/2019,0,0.0,0,0,CD8,2.0
84.0,V91K C-term,0,3/1/2019,0,300.5393071000001,0,0,CD8,4.0
28.0,V91K C-term,0,3/1/2019,0,190.4434205,0,0,CD8,4.0
9.333333,V91K C-term,0,3/1/2019,0,90.2519532,0,0,CD8,4.0
3.111,V91K C-term,0,3/1/2019,0,57.07653810000022,0,0,CD8,4.0
1.037037,V91K C-term,0,3/1/2019,0,0.0,0,0,CD8,4.0
0.345679,V91K C-term,0,3/1/2019,0,66.54760750000003,0,0,CD8,4.0
0.115226,V91K C-term,0,3/1/2019,0,11.123168999999848,0,0,CD8,4.0
0.038409,V91K C-term,0,3/1/2019,0,1.447143600000004,0,0,CD8,4.0
0.012803,V91K C-term,0,3/1/2019,0,4.955261300000075,0,0,CD8,4.0
0.004268,V91K C-term,0,3/1/2019,0,25.32116700000006,0,0,CD8,4.0
0.001423,V91K C-term,0,3/1/2019,0,36.505127000000016,0,0,CD8,4.0
0.000474,V91K C-term,0,3/1/2019,0,6.508117700000071,0,0,CD8,4.0
84.0,V91K C-term,0,3/1/2019,0,22881.16016,0,0,Treg,0.5
28.0,V91K C-term,0,3/1/2019,0,21657.63086,0,0,Treg,0.5
9.333333,V91K C-term,0,3/1/2019,0,6088.244140999999,0,0,Treg,0.5
3.111,V91K C-term,0,3/1/2019,0,1721.10498,0,0,Treg,0.5
1.037037,V91K C-term,0,3/1/2019,0,811.0410160000001,0,0,Treg,0.5
0.345679,V91K C-term,0,3/1/2019,0,1080.308838,0,0,Treg,0.5
0.115226,V91K C-term,0,3/1/2019,0,189.56152300000008,0,0,Treg,0.5
0.038409,V91K C-term,0,3/1/2019,0,478.96850599999993,0,0,Treg,0.5
0.012803,V91K C-term,0,3/1/2019,0,81.21313499999997,0,0,Treg,0.5
0.004268,V91K C-term,0,3/1/2019,0,674.53125,0,0,Treg,0.5
0.001423,V91K C-term,0,3/1/2019,0,0.0,0,0,Treg,0.5
0.000474,V91K C-term,0,3/1/2019,0,113.4584960000002,0,0,Treg,0.5
84.0,V91K C-term,0,3/1/2019,0,16926.595582,0,0,Treg,1.0
28.0,V91K C-term,0,3/1/2019,0,17470.654172000002,0,0,Treg,1.0
9.333333,V91K C-term,0,3/1/2019,0,9218.995972,0,0,Treg,1.0
3.111,V91K C-term,0,3/1/2019,0,3471.8802490000007,0,0,Treg,1.0
1.037037,V91K C-term,0,3/1/2019,0,1026.4469000000006,0,0,Treg,1.0
0.345679,V91K C-term,0,3/1/2019,0,544.1290290000004,0,0,Treg,1.0
0.115226,V91K C-term,0,3/1/2019,0,543.689576,0,0,Treg,1.0
0.038409,V91K C-term,0,3/1/2019,0,399.24658200000044,0,0,Treg,1.0
0.012803,V91K C-term,0,3/1/2019,0,348.7457280000008,0,0,Treg,1.0
0.004268,V91K C-term,0,3/1/2019,0,309.1535650000003,0,0,Treg,1.0
0.001423,V91K C-term,0,3/1/2019,0,252.1712650000004,0,0,Treg,1.0
0.000474,V91K C-term,0,3/1/2019,0,0.0,0,0,Treg,1.0
84.0,V91K C-term,0,3/1/2019,0,18550.625609000002,0,0,Treg,2.0
28.0,V91K C-term,0,3/1/2019,0,17008.500609000002,0,0,Treg,2.0
9.333333,V91K C-term,0,3/1/2019,0,14377.635379,0,0,Treg,2.0
3.111,V91K C-term,0,3/1/2019,0,11301.174438999999,0,0,Treg,2.0
1.037037,V91K C-term,0,3/1/2019,0,1823.099731,0,0,Treg,2.0
0.345679,V91K C-term,0,3/1/2019,0,2903.907104,0,0,Treg,2.0
0.115226,V91K C-term,0,3/1/2019,0,1016.1300050000007,0,0,Treg,2.0
0.038409,V91K C-term,0,3/1/2019,0,555.7396239999998,0,0,Treg,2.0
0.012803,V91K C-term,0,3/1/2019,0,282.73754899999994,0,0,Treg,2.0
0.004268,V91K C-term,0,3/1/2019,0,298.12268099999983,0,0,Treg,2.0
0.001423,V91K C-term,0,3/1/2019,0,401.3070069999999,0,0,Treg,2.0
0.000474,V91K C-term,0,3/1/2019,0,0.0,0,0,Treg,2.0
84.0,V91K C-term,0,3/1/2019,0,15175.118167999999,0,0,Treg,4.0
28.0,V91K C-term,0,3/1/2019,0,17688.526368000003,0,0,Treg,4.0
9.333333,V91K C-term,0,3/1/2019,0,17481.081058,0,0,Treg,4.0
3.111,V91K C-term,0,3/1/2019,0,14405.952148,0,0,Treg,4.0
1.037037,V91K C-term,0,3/1/2019,0,11666.676758,0,0,Treg,4.0
0.345679,V91K C-term,0,3/1/2019,0,10114.498048,0,0,Treg,4.0
0.115226,V91K C-term,0,3/1/2019,0,4439.223144999998,0,0,Treg,4.0
0.038409,V91K C-term,0,3/1/2019,0,1888.5791020000001,0,0,Treg,4.0
0.012803,V91K C-term,0,3/1/2019,0,309.7224120000001,0,0,Treg,4.0
0.004268,V91K C-term,0,3/1/2019,0,228.7266850000001,0,0,Treg,4.0
0.001423,V91K C-term,0,3/1/2019,0,447.9851080000001,0,0,Treg,4.0
0.000474,V91K C-term,0,3/1/2019,0,0.0,0,0,Treg,4.0
84.0,V91K C-term,0,3/1/2019,0,2555.365479,0,0,Thelper,0.5
28.0,V91K C-term,0,3/1/2019,0,1865.768799,0,0,Thelper,0.5
9.333333,V91K C-term,0,3/1/2019,0,455.7723390000001,0,0,Thelper,0.5
3.111,V91K C-term,0,3/1/2019,0,484.33593799999994,0,0,Thelper,0.5
1.037037,V91K C-term,0,3/1/2019,0,543.8795170000001,0,0,Thelper,0.5
0.345679,V91K C-term,0,3/1/2019,0,448.9375,0,0,Thelper,0.5
0.115226,V91K C-term,0,3/1/2019,0,356.57946800000013,0,0,Thelper,0.5
0.038409,V91K C-term,0,3/1/2019,0,394.37182600000006,0,0,Thelper,0.5
0.012803,V91K C-term,0,3/1/2019,0,225.40856899999994,0,0,Thelper,0.5
0.004268,V91K C-term,0,3/1/2019,0,221.200562,0,0,Thelper,0.5
0.001423,V91K C-term,0,3/1/2019,0,121.69262700000013,0,0,Thelper,0.5
0.000474,V91K C-term,0,3/1/2019,0,0.0,0,0,Thelper,0.5
84.0,V91K C-term,0,3/1/2019,0,2451.595093,0,0,Thelper,1.0
28.0,V91K C-term,0,3/1/2019,0,1828.8067629999998,0,0,Thelper,1.0
9.333333,V91K C-term,0,3/1/2019,0,769.3616939999999,0,0,Thelper,1.0
3.111,V91K C-term,0,3/1/2019,0,610.1618649999998,0,0,Thelper,1.0
1.037037,V91K C-term,0,3/1/2019,0,548.434448,0,0,Thelper,1.0
0.345679,V91K C-term,0,3/1/2019,0,626.8308099999999,0,0,Thelper,1.0
0.115226,V91K C-term,0,3/1/2019,0,468.793823,0,0,Thelper,1.0
0.038409,V91K C-term,0,3/1/2019,0,446.7918699999998,0,0,Thelper,1.0
0.012803,V91K C-term,0,3/1/2019,0,397.88537599999995,0,0,Thelper,1.0
0.004268,V91K C-term,0,3/1/2019,0,248.10839799999985,0,0,Thelper,1.0
0.001423,V91K C-term,0,3/1/2019,0,289.14392099999986,0,0,Thelper,1.0
0.000474,V91K C-term,0,3/1/2019,0,0.0,0,0,Thelper,1.0
84.0,V91K C-term,0,3/1/2019,0,1882.3688357000003,0,0,Thelper,2.0
28.0,V91K C-term,0,3/1/2019,0,1480.7037966999999,0,0,Thelper,2.0
9.333333,V91K C-term,0,3/1/2019,0,918.2186887,0,0,Thelper,2.0
3.111,V91K C-term,0,3/1/2019,0,727.9616087000004,0,0,Thelper,2.0
1.037037,V91K C-term,0,3/1/2019,0,574.3848267000001,0,0,Thelper,2.0
0.345679,V91K C-term,0,3/1/2019,0,564.8307497000001,0,0,Thelper,2.0
0.115226,V91K C-term,0,3/1/2019,0,549.9826046999999,0,0,Thelper,2.0
0.038409,V91K C-term,0,3/1/2019,0,433.11785869999994,0,0,Thelper,2.0
0.012803,V91K C-term,0,3/1/2019,0,289.54302970000003,0,0,Thelper,2.0
0.004268,V91K C-term,0,3/1/2019,0,293.9140017,0,0,Thelper,2.0
0.001423,V91K C-term,0,3/1/2019,0,169.75848369999994,0,0,Thelper,2.0
0.000474,V91K C-term,0,3/1/2019,0,0.0,0,0,Thelper,2.0
84.0,V91K C-term,0,3/1/2019,0,2046.580323,0,0,Thelper,4.0
28.0,V91K C-term,0,3/1/2019,0,1568.282715,0,0,Thelper,4.0
9.333333,V91K C-term,0,3/1/2019,0,1344.4318850000006,0,0,Thelper,4.0
3.111,V91K C-term,0,3/1/2019,0,879.4262699999997,0,0,Thelper,4.0
1.037037,V91K C-term,0,3/1/2019,0,470.309082,0,0,Thelper,4.0
0.345679,V91K C-term,0,3/1/2019,0,304.56909199999996,0,0,Thelper,4.0
0.115226,V91K C-term,0,3/1/2019,0,230.48046899999986,0,0,Thelper,4.0
0.038409,V91K C-term,0,3/1/2019,0,135.96508799999992,0,0,Thelper,4.0
0.012803,V91K C-term,0,3/1/2019,0,27.153564999999844,0,0,Thelper,4.0
0.004268,V91K C-term,0,3/1/2019,0,12.55932699999994,0,0,Thelper,4.0
0.001423,V91K C-term,0,3/1/2019,0,90.40100099999995,0,0,Thelper,4.0
0.000474,V91K C-term,0,3/1/2019,0,0.0,0,0,Thelper,4.0
84.0,R38Q N-term,0,3/1/2019,0,1418.4652098000001,0,0,NK,0.5
28.0,R38Q N-term,0,3/1/2019,0,1038.8090818,0,0,NK,0.5
9.333333,R38Q N-term,0,3/1/2019,0,238.52044679999995,0,0,NK,0.5
3.111,R38Q N-term,0,3/1/2019,0,195.2174071999999,0,0,NK,0.5
1.037037,R38Q N-term,0,3/1/2019,0,260.83843990000014,0,0,NK,0.5
